city,county,crashday,crashhour,crashloc,crashmonth,crashsevr,crashtype,development,drvrinjury,latitude,longitude,pedinjury,pedpos,rdclass,rdconfig,drvragegrp
Knightdale,Wake,Saturday,17,Non-Roadway,February,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.79695626,-78.48798074,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,60-69
Chapel Hill,Orange,Monday,19,Intersection,February,B: Suspected Minor Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,35.96628043,-79.05915783,B: Suspected Minor Injury,Crosswalk Area,NC Route,Two-Way: Divided: Unprotected Median,50-59
Newton,Catawba,Thursday,15,Non-Intersection,February,C: Possible Injury,Dart-Out,Residential,O: No Injury,35.67926399,-81.2232858,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,0-19
Wilmington,New Hanover,Monday,7,Non-Roadway,April,C: Possible Injury,Off Roadway - Other / Unknown,Institutional,O: No Injury,34.22281395,-77.88085466,C: Possible Injury,Non-Roadway - Parking Lot / Other,Private Road: Driveway,Two-Way: Not Divided,25-29
Granite Falls,Caldwell,Thursday,15,Intersection,January,C: Possible Injury,Vehicle-Vehicle / Object,Commercial,C: Possible Injury,35.8001046,-81.43608356,O: No Injury,Other / Unknown,US Route,Two-Way: Not Divided,70+
None - Rural Crash,Harnett,Tuesday,4,Non-Intersection,April,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Farms: Woods: Pastures,Unknown Injury,35.31067668,-78.65116954,B: Suspected Minor Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,Unknown
Durham,Durham,Friday,6,Intersection,February,B: Suspected Minor Injury,Motorist Left Turn - Perpendicular Paths,Institutional,Unknown Injury,36.0078892,-78.9352975,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Divided: Unprotected Median,Unknown
None - Rural Crash,Warren,Saturday,12,Non-Intersection,February,A: Suspected Serious Injury,Walking Along Roadway Against Traffic - From Front,Farms: Woods: Pastures,O: No Injury,36.3655739,-78.14010851,A: Suspected Serious Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,60-69
Jacksonville,Onslow,Saturday,15,Non-Roadway,April,B: Suspected Minor Injury,Pedestrian on Vehicle,Commercial,O: No Injury,34.7482028,-77.38031156,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Local Street,One-Way: Not Divided,40-49
None - Rural Crash,Guilford,Thursday,10,Non-Intersection,February,B: Suspected Minor Injury,Driverless Vehicle,Farms: Woods: Pastures,Unknown Injury,35.92735457,-79.91661483,B: Suspected Minor Injury,Unpaved Right-of-Way,State Secondary Route,Two-Way: Not Divided,Unknown
Chapel Hill,Orange,Thursday,17,Intersection,March,O: No Injury,Motorist Failed to Yield,Residential,Unknown Injury,35.90900791,-79.00787208,O: No Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,Unknown
Fayetteville,Cumberland,Friday,9,Non-Roadway,April,B: Suspected Minor Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.0595711,-79.01192285,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Unknown,40-49
Winston-Salem,Forsyth,Monday,14,Intersection,February,B: Suspected Minor Injury,Lying in Roadway,Residential,O: No Injury,36.1232303,-80.21975844,B: Suspected Minor Injury,Travel Lane,Local Street,One-Way: Not Divided,30-39
Belmont,Gaston,Monday,15,Non-Intersection,March,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,35.25363881,-81.03322028,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Positive Median Barrier,50-59
Fayetteville,Cumberland,Wednesday,8,Non-Intersection,April,B: Suspected Minor Injury,Multiple Threat,Commercial,O: No Injury,35.0538576,-78.86695077,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Positive Median Barrier,25-29
None - Rural Crash,Scotland,Friday,13,Non-Intersection,January,C: Possible Injury,Standing in Roadway,Farms: Woods: Pastures,O: No Injury,34.70387483,-79.52097217,C: Possible Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,70+
Charlotte,Mecklenburg,Sunday,14,Non-Roadway,May,C: Possible Injury,Driverless Vehicle,Residential,Unknown Injury,35.14437906,-80.82471756,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,20-24
Raleigh,Wake,Saturday,15,Non-Roadway,April,O: No Injury,Backing Vehicle - Parking Lot,Commercial,Unknown Injury,35.72575892,-78.58113448,O: No Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Unknown,Unknown
Raleigh,Wake,Sunday,14,Intersection,March,B: Suspected Minor Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,35.77829617,-78.63936394,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Divided: Unprotected Median,30-39
None - Rural Crash,Johnston,Sunday,20,Non-Intersection,April,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Farms: Woods: Pastures,Unknown Injury,35.59219422,-78.61082608,B: Suspected Minor Injury,Unpaved Right-of-Way,NC Route,Two-Way: Not Divided,Unknown
Huntersville,Mecklenburg,Saturday,5,Non-Intersection,May,K: Killed,Standing in Roadway,Commercial,O: No Injury,35.39008109,-80.85120915,K: Killed,Travel Lane,Interstate,Two-Way: Divided: Positive Median Barrier,60-69
None - Rural Crash,Robeson,Tuesday,18,Non-Roadway,May,B: Suspected Minor Injury,Vehicle-Vehicle / Object,Farms: Woods: Pastures,O: No Injury,34.59185378,-78.92336696,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,NC Route,Two-Way: Not Divided,30-39
Charlotte,Mecklenburg,Thursday,22,Intersection,May,C: Possible Injury,Motorist Turn / Merge - Other / Unknown,Commercial,O: No Injury,35.25171105,-80.82843252,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,50-59
Charlotte,Mecklenburg,Tuesday,6,Non-Roadway,March,B: Suspected Minor Injury,Off Roadway - Parking Lot,Residential,Unknown Injury,35.15879185,-80.95278301,Unknown Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,One-Way: Not Divided,Unknown
Cary,Wake,Wednesday,14,Non-Intersection,March,B: Suspected Minor Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,35.77345437,-78.7641065,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Divided: Unprotected Median,70+
Southern Pines,Moore,Friday,14,Intersection,May,C: Possible Injury,Motorist Right Turn on Red - Perpendicular Paths,Commercial,O: No Injury,35.17825491,-79.42800191,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,70+
Winston-Salem,Forsyth,Thursday,17,Non-Intersection,March,B: Suspected Minor Injury,Other Unusual Circumstances,Commercial,O: No Injury,36.0919199,-80.32037395,B: Suspected Minor Injury,Other / Unknown,Local Street,Two-Way: Not Divided,50-59
Greenville,Pitt,Thursday,21,Non-Roadway,March,B: Suspected Minor Injury,Backing Vehicle - Parking Lot,Commercial,Unknown Injury,35.58050293,-77.37820332,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,Unknown
Chapel Hill,Orange,Sunday,11,Non-Roadway,March,B: Suspected Minor Injury,Off Roadway - Parking Lot,Residential,O: No Injury,35.93241459,-79.02103043,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,20-24
Charlotte,Mecklenburg,Friday,10,Non-Intersection,May,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,35.14967376,-80.83444209,B: Suspected Minor Injury,Crosswalk Area,Local Street,Two-Way: Divided: Unprotected Median,50-59
Apex,Wake,Sunday,14,Non-Roadway,March,O: No Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.74682559,-78.8289207,Unknown Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,30-39
Wilmington,New Hanover,Thursday,2,Non-Intersection,February,B: Suspected Minor Injury,Dispute-Related,Commercial,Unknown Injury,34.23391037,-77.94729194,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,Unknown
None - Rural Crash,Catawba,Wednesday,18,Non-Intersection,March,A: Suspected Serious Injury,Working in Roadway,Farms: Woods: Pastures,O: No Injury,35.67903512,-81.34007645,A: Suspected Serious Injury,Travel Lane,US Route,Two-Way: Divided: Positive Median Barrier,20-24
None - Rural Crash,Cumberland,Friday,1,Non-Intersection,May,K: Killed,Walking Along Roadway With Traffic - From Behind,Residential,O: No Injury,35.03336389,-78.78759945,K: Killed,Travel Lane,State Secondary Route,Two-Way: Not Divided,25-29
Charlotte,Mecklenburg,Tuesday,21,Intersection,April,C: Possible Injury,Motorist Left Turn - Parallel Paths,Commercial,O: No Injury,35.2403815,-80.91954928,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,30-39
Charlotte,Mecklenburg,Saturday,11,Non-Roadway,April,O: No Injury,Dispute-Related,Residential,O: No Injury,35.24811007,-80.74339845,O: No Injury,Non-Roadway - Parking Lot / Other,Local Street,Two-Way: Not Divided,25-29
None - Rural Crash,Iredell,Tuesday,5,Intersection,May,C: Possible Injury,Pedestrian Failed to Yield,Residential,O: No Injury,35.69634533,-80.80159794,C: Possible Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,60-69
Morganton,Burke,Wednesday,6,Non-Roadway,March,O: No Injury,Off Roadway - Parking Lot,Industrial,O: No Injury,35.72890829,-81.75050834,Unknown Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,25-29
Roanoke Rapids,Halifax,Tuesday,22,Non-Roadway,May,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,36.43435147,-77.63713735,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,50-59
Rocky Mount,Nash,Monday,11,Non-Roadway,April,B: Suspected Minor Injury,Motor Vehicle Loss of Control,Residential,O: No Injury,35.93141353,-77.80683559,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Local Street,Two-Way: Not Divided,40-49
None - Rural Crash,Halifax,Sunday,1,Non-Intersection,April,K: Killed,Lying in Roadway,Residential,Unknown Injury,36.40418575,-77.7235726,K: Killed,Travel Lane,NC Route,Two-Way: Not Divided,Unknown
Charlotte,Mecklenburg,Wednesday,7,Intersection-Related,April,C: Possible Injury,Motorist Right Turn on Red - Perpendicular Paths,Commercial,O: No Injury,35.22352147,-80.85399508,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Divided: Unprotected Median,25-29
Cary,Wake,Tuesday,20,Non-Roadway,March,B: Suspected Minor Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.82097705,-78.90134606,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Local Street,Two-Way: Not Divided,30-39
Greenville,Pitt,Thursday,8,Intersection,April,C: Possible Injury,Motorist Right Turn on Red - Perpendicular Paths,Institutional,Unknown Injury,35.59194686,-77.3898685,C: Possible Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,Unknown
Apex,Wake,Friday,23,Intersection,May,C: Possible Injury,Pedestrian Failed to Yield,Residential,O: No Injury,35.72935919,-78.84141668,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,50-59
Rockwell,Rowan,Friday,8,Non-Roadway,April,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.55460642,-80.41223505,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,One-Way: Not Divided,0-19
Wilmington,New Hanover,Thursday,17,Intersection-Related,April,B: Suspected Minor Injury,Backing Vehicle - Roadway,Residential,O: No Injury,34.21696207,-77.92860322,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,25-29
Durham,Durham,Friday,0,Non-Roadway,June,C: Possible Injury,Backing Vehicle - Parking Lot,Residential,Unknown Injury,36.03001887,-78.92645312,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,One-Way: Not Divided,Unknown
Wilmington,New Hanover,Saturday,21,Intersection-Related,April,C: Possible Injury,Play Vehicle-Related,Commercial,Unknown Injury,34.24155228,-77.88371947,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,Unknown
Gastonia,Gaston,Friday,21,Non-Intersection,April,C: Possible Injury,Driverless Vehicle,Residential,O: No Injury,35.28515311,-81.16635159,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,0-19
Salisbury,Rowan,Friday,21,Non-Roadway,April,B: Suspected Minor Injury,Off Roadway - Parking Lot,Residential,O: No Injury,35.69266554,-80.52546907,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,0-19
King,Stokes,Wednesday,13,Non-Intersection,June,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Residential,Unknown Injury,36.28148435,-80.3672873,C: Possible Injury,Unpaved Right-of-Way,Local Street,Two-Way: Not Divided,Unknown
Wilmington,New Hanover,Wednesday,21,Intersection,April,O: No Injury,Motorist Left Turn - Parallel Paths,Commercial,Unknown Injury,34.23678858,-77.94615848,O: No Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,Unknown
Concord,Cabarrus,Friday,12,Non-Roadway,April,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,C: Possible Injury,35.462837,-80.593375,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,60-69
None - Rural Crash,Johnston,Sunday,21,Non-Intersection,June,C: Possible Injury,Pedestrian Failed to Yield,Commercial,O: No Injury,35.60804758,-78.56741355,C: Possible Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,70+
None - Rural Crash,Brunswick,Saturday,20,Non-Intersection,April,A: Suspected Serious Injury,Walking in Roadway,Farms: Woods: Pastures,O: No Injury,33.93608084,-78.26024488,A: Suspected Serious Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,40-49
Spring Lake,Cumberland,Saturday,16,Non-Roadway,May,C: Possible Injury,Backing Vehicle - Other / Unknown,Commercial,Unknown Injury,35.17577232,-78.96897348,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,One-Way: Not Divided,30-39
None - Rural Crash,Brunswick,Saturday,19,Non-Roadway,April,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,33.96802249,-78.32993429,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,One-Way: Not Divided,25-29
None - Rural Crash,Johnston,Thursday,20,Intersection,April,C: Possible Injury,Walking Along Roadway Against Traffic - From Behind,Residential,Unknown Injury,35.52692163,-78.56120919,C: Possible Injury,Unpaved Right-of-Way,Local Street,Two-Way: Not Divided,Unknown
Winston-Salem,Forsyth,Monday,2,Non-Intersection,June,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Farms: Woods: Pastures,O: No Injury,36.02228281,-80.23713724,C: Possible Injury,Paved Shoulder / Bike Lane / Parking Lane,US Route,Two-Way: Divided: Unprotected Median,0-19
Goldsboro,Wayne,Saturday,15,Non-Intersection,April,C: Possible Injury,Dash,Commercial,O: No Injury,35.37071791,-77.98424933,C: Possible Injury,Travel Lane,Local Street,Two-Way: Not Divided,25-29
Winston-Salem,Forsyth,Friday,20,Intersection,June,O: No Injury,Motorist Failed to Yield,Residential,Unknown Injury,36.0699342,-80.21396005,O: No Injury,Intersection Proper,Local Street,Two-Way: Not Divided,Unknown
None - Rural Crash,Wayne,Tuesday,20,Non-Intersection,May,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Farms: Woods: Pastures,O: No Injury,35.31750205,-78.04858338,B: Suspected Minor Injury,Travel Lane,State Secondary Route,Two-Way: Not Divided,30-39
None - Rural Crash,Surry,Tuesday,21,Non-Intersection,May,B: Suspected Minor Injury,Walking Along Roadway Against Traffic - From Front,Residential,O: No Injury,36.50297178,-80.59956707,B: Suspected Minor Injury,Travel Lane,NC Route,Two-Way: Not Divided,40-49
Drexel,Burke,Saturday,23,Non-Intersection,May,B: Suspected Minor Injury,Walking in Roadway,Residential,O: No Injury,35.75061946,-81.6046405,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,50-59
Charlotte,Mecklenburg,Tuesday,22,Non-Roadway,July,C: Possible Injury,Off Roadway - Parking Lot,Residential,Unknown Injury,35.21161727,-80.83274214,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,Unknown
Atlantic Beach,Carteret,Thursday,17,Non-Roadway,April,B: Suspected Minor Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,34.70117265,-76.7462003,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,60-69
Durham,Durham,Tuesday,13,Non-Roadway,July,C: Possible Injury,Driverless Vehicle,Residential,Unknown Injury,35.95887554,-78.92618803,C: Possible Injury,Driveway / Alley,Private Road: Driveway,Two-Way: Not Divided,Unknown
None - Rural Crash,Buncombe,Thursday,16,Intersection,March,B: Suspected Minor Injury,Intersection - Other / Unknown,Commercial,O: No Injury,35.57791487,-82.5795747,B: Suspected Minor Injury,Crosswalk Area,US Route,Two-Way: Not Divided,50-59
Hendersonville,Henderson,Sunday,18,Intersection,May,O: No Injury,Motorist Right Turn on Red - Perpendicular Paths,Commercial,O: No Injury,35.33279573,-82.44875069,Unknown Injury,Crosswalk Area,Local Street,Two-Way: Not Divided,60-69
Holly Springs,Wake,Tuesday,18,Non-Roadway,May,C: Possible Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.63674568,-78.83373347,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,0-19
Cary,Wake,Thursday,16,Non-Roadway,May,C: Possible Injury,Off Roadway - Parking Lot,Commercial,O: No Injury,35.82278107,-78.75652221,C: Possible Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,50-59
Shallotte,Brunswick,Sunday,0,Non-Intersection,July,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Commercial,Unknown Injury,33.96400189,-78.39691588,B: Suspected Minor Injury,Travel Lane,Local Street,Two-Way: Not Divided,Unknown
Dunn,Harnett,Monday,9,Non-Roadway,February,B: Suspected Minor Injury,Backing Vehicle - Parking Lot,Commercial,O: No Injury,35.31949517,-78.63100894,B: Suspected Minor Injury,Non-Roadway - Parking Lot / Other,Public Vehicular Area,Two-Way: Not Divided,40-49
